Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption Comb (L/100 km),number_of_gears,CO2 Emissions(g/km)
VOLKSWAGEN,COMPACT,2.0,4,A,Z,9.7,6,223
JEEP,PICKUP TRUCK - STANDARD,3.6,6,A,X,12.3,8,290
PORSCHE,MINICOMPACT,3.8,6,AM,Z,10.8,7,248
FORD,FULL-SIZE,2.0,4,AV,X,6.0,0,140
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,A,D,12.1,6,326
MINI,MID-SIZE,1.5,3,AS,Z,9.0,8,212
FORD,FULL-SIZE,3.5,6,AS,X,11.5,6,270
MERCEDES-BENZ,COMPACT,4.0,8,A,Z,11.4,9,269
ASTON MARTIN,MINICOMPACT,6.0,12,A,Z,14.7,8,345
GMC,PICKUP TRUCK - STANDARD,5.3,8,A,E,19.4,6,323
JEEP,SUV - SMALL,2.4,4,A,X,9.5,9,222
FORD,PICKUP TRUCK - STANDARD,3.5,6,AS,X,12.0,10,282
FORD,PICKUP TRUCK - STANDARD,3.5,6,AS,X,11.3,10,264
BMW,SUV - SMALL,3.0,6,AS,Z,10.3,8,241
CADILLAC,MID-SIZE,3.6,6,AS,X,11.3,6,260
KIA,STATION WAGON - SMALL,2.0,4,AS,X,8.8,6,208
JEEP,SUV - SMALL,2.0,4,M,X,9.2,5,214
MERCEDES-BENZ,COMPACT,4.7,8,A,Z,11.9,9,278
LAND ROVER,SUV - SMALL,2.0,4,AS,Z,10.6,8,248
KIA,MINIVAN,3.3,6,AS,X,11.4,6,262
GMC,SUV - SMALL,2.4,4,A,E,13.4,6,221
SUBARU,SUV - SMALL,3.6,6,AV,X,10.5,6,246
LEXUS,SUV - SMALL,2.0,4,AS,Z,9.9,6,228
KIA,STATION WAGON - MID-SIZE,2.0,4,AS,X,9.3,6,214
KIA,MID-SIZE,2.0,4,M,X,8.5,6,198
JEEP,SUV - SMALL,3.2,6,A,X,10.2,9,240
BMW,COMPACT,2.0,4,AS,Z,8.3,8,194
HONDA,STATION WAGON - SMALL,1.5,4,AV,X,6.4,0,147
PORSCHE,SUV - STANDARD,3.6,6,A,Z,12.6,8,296
VOLKSWAGEN,MID-SIZE,3.6,6,AM,X,10.4,6,242
FORD,SUV - SMALL,3.5,6,AS,X,11.5,6,270
CHRYSLER,MID-SIZE,3.6,6,A,X,10.2,9,239
JEEP,SUV - SMALL,3.6,6,M,X,12.8,6,298
GMC,VAN - CARGO,5.3,8,A,E,22.6,4,362
CHRYSLER,COMPACT,3.6,6,A,X,10.5,6,242
CADILLAC,SUV - STANDARD,6.2,8,A,Z,13.8,8,317
FORD,FULL-SIZE,3.5,6,AS,X,12.5,6,293
AUDI,FULL-SIZE,3.0,6,AS,Z,10.8,8,252
PORSCHE,TWO-SEATER,2.7,6,AM,Z,9.2,7,212
KIA,MID-SIZE,2.4,4,AM,X,6.4,6,150
MERCEDES-BENZ,SUV - STANDARD,3.0,6,AS,D,10.3,7,278
DODGE,MID-SIZE,2.4,4,A,X,9.8,4,225
VOLKSWAGEN,STATION WAGON - SMALL,1.8,4,M,X,8.2,5,189
AUDI,TWO-SEATER,5.2,10,AM,Z,13.1,7,304
HYUNDAI,SUV - SMALL,1.6,4,AM,X,9.2,7,219
CHEVROLET,COMPACT,1.8,4,AS,X,8.3,6,195
MITSUBISHI,SUV - SMALL,2.4,4,AV,X,8.6,6,198
CADILLAC,MID-SIZE,3.0,6,AS,Z,11.0,10,256
HONDA,SUV - SMALL,1.8,4,AV,X,7.6,7,177
HONDA,FULL-SIZE,2.0,4,AV,X,5.0,0,117
CHEVROLET,TWO-SEATER,6.2,8,M,Z,13.4,7,312
RAM,PICKUP TRUCK - STANDARD,3.6,6,A,X,10.8,8,253
NISSAN,STATION WAGON - SMALL,1.6,4,M,Z,8.3,6,191
BMW,STATION WAGON - SMALL,2.0,4,AS,D,6.8,8,183
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A,X,13.0,8,303
GMC,PICKUP TRUCK - SMALL,3.6,6,A,X,11.9,6,279
GMC,PICKUP TRUCK - STANDARD,4.3,6,A,E,17.8,6,285
GMC,VAN - CARGO,5.3,8,A,X,15.9,4,366
NISSAN,MID-SIZE,3.5,6,AV,Z,9.9,7,233
KIA,FULL-SIZE,1.6,4,M,X,9.8,6,227
AUDI,SUBCOMPACT,2.0,4,AS,Z,9.8,8,230
ACURA,SUV - SMALL,2.0,4,AS,Z,10.3,10,241
VOLKSWAGEN,STATION WAGON - SMALL,1.8,4,AM,X,9.6,6,224
GMC,PICKUP TRUCK - STANDARD,5.3,8,A,E,18.4,6,306
CHEVROLET,SUBCOMPACT,1.2,4,AV,X,6.9,0,159
LAND ROVER,SUV - STANDARD,5.0,8,AS,Z,15.1,8,356
MAZDA,TWO-SEATER,2.0,4,AS,Z,8.0,6,187
CHEVROLET,COMPACT,1.8,4,M,X,8.0,5,187
AUDI,MID-SIZE,3.0,6,AM,Z,10.6,7,247
RAM,PICKUP TRUCK - STANDARD,3.6,6,A,X,11.9,8,274
FORD,MID-SIZE,2.7,6,AS,X,11.5,6,270
ACURA,COMPACT,2.4,4,AS,Z,9.2,5,212
FORD,PICKUP TRUCK - STANDARD,5.0,8,AS,X,14.8,6,347
CHEVROLET,SUV - STANDARD,5.3,8,A,E,19.1,6,317
DODGE,MID-SIZE,5.7,8,A,X,12.8,5,294
PORSCHE,MINICOMPACT,3.8,6,AM,Z,12.7,7,297
VOLKSWAGEN,COMPACT,2.0,4,M,D,6.5,6,176
HONDA,STATION WAGON - SMALL,1.8,4,AV,X,7.7,7,180
VOLKSWAGEN,SUV - SMALL,2.0,4,M,Z,11.6,6,267
MERCEDES-BENZ,SUV - SMALL,3.0,6,A,Z,11.2,9,262
TOYOTA,SUV - SMALL,2.5,4,AS,X,9.0,6,212
MERCEDES-BENZ,SUV - STANDARD,3.0,6,A,Z,12.1,9,282
FORD,VAN - PASSENGER,3.5,6,AS,X,14.7,6,346
CHRYSLER,MID-SIZE,3.6,6,A,E,14.4,9,237
KIA,MID-SIZE,2.4,4,AS,X,6.2,6,143
CHEVROLET,MID-SIZE,1.8,4,AV,X,5.1,0,121
NISSAN,SUV - SMALL,2.5,4,AV,X,8.7,0,204
VOLKSWAGEN,SUV - SMALL,2.0,4,AS,X,9.5,8,221
DODGE,FULL-SIZE,6.2,8,A,Z,14.7,8,338
MERCEDES-BENZ,SUV - STANDARD,4.7,8,AS,Z,15.6,7,359
JEEP,SUV - SMALL,2.4,4,A,X,10.9,9,256
FORD,COMPACT,2.0,4,A,E,10.1,6,162
FORD,PICKUP TRUCK - STANDARD,2.7,6,AS,X,11.6,6,272
CHRYSLER,MINIVAN,3.6,6,A,X,10.9,9,257
LEXUS,COMPACT,2.5,6,AS,Z,9.6,6,221
INFINITI,SUBCOMPACT,3.7,6,AS,Z,11.7,7,269
CADILLAC,FULL-SIZE,3.6,6,AS,Z,12.8,6,299
TOYOTA,SUV - STANDARD,3.5,6,AS,X,10.6,8,251
GMC,PICKUP TRUCK - SMALL,2.5,4,M,X,10.7,6,251
MERCEDES-BENZ,STATION WAGON - MID-SIZE,3.5,6,AS,Z,10.8,7,248
FORD,PICKUP TRUCK - STANDARD,5.0,8,AS,X,13.1,10,308
NISSAN,MID-SIZE,2.5,4,AV,X,7.5,0,177
VOLKSWAGEN,SUV - SMALL,2.0,4,AS,Z,11.1,6,263
HYUNDAI,COMPACT,1.6,4,AS,X,7.7,6,177
CHEVROLET,COMPACT,1.6,4,M,D,6.3,6,170
HONDA,SUV - SMALL,2.4,4,AV,X,7.8,0,179
HONDA,FULL-SIZE,1.5,4,AV,X,7.2,0,170
MERCEDES-BENZ,SUBCOMPACT,3.0,6,A,Z,11.2,9,263
RAM,PICKUP TRUCK - STANDARD,3.0,6,A,D,10.4,8,278
HONDA,MID-SIZE,3.5,6,AS,X,9.6,6,225
GMC,SUV - STANDARD,5.3,8,A,E,18.4,6,305
CHRYSLER,FULL-SIZE,3.6,6,A,X,10.3,8,240
KIA,STATION WAGON - SMALL,2.0,4,AV,X,7.9,0,188
JAGUAR,TWO-SEATER,3.0,6,AS,Z,10.5,8,246
CADILLAC,MID-SIZE,3.6,6,AS,X,11.4,6,262
VOLVO,COMPACT,2.5,5,AS,X,10.1,6,232
SUBARU,COMPACT,2.0,4,M,X,8.5,5,196
TOYOTA,COMPACT,2.0,4,AV,X,6.7,10,157
TOYOTA,MID-SIZE,1.8,4,A,X,7.6,4,175
GMC,PICKUP TRUCK - SMALL,2.5,4,M,X,10.8,6,248
JEEP,SUV - SMALL,2.4,4,A,X,10.1,9,232
MAZDA,COMPACT,2.5,4,AS,X,7.7,6,181
GMC,PICKUP TRUCK - SMALL,2.8,4,A,D,9.4,6,252
KIA,SUV - SMALL,2.4,4,AS,X,9.3,6,220
FORD,COMPACT,2.0,4,AS,E,10.5,6,175
MAZDA,TWO-SEATER,2.0,4,AS,Z,10.1,6,232
VOLKSWAGEN,COMPACT,2.0,4,M,D,7.7,6,208
HYUNDAI,MID-SIZE,2.4,4,AS,X,6.3,6,145
BMW,FULL-SIZE,4.4,8,AS,Z,12.4,8,290
JEEP,SUV - SMALL,3.6,6,M,X,11.8,6,277
BENTLEY,COMPACT,4.0,8,AM,Z,12.4,8,291
LINCOLN,SPECIAL PURPOSE VEHICLE,3.7,6,A,X,12.7,6,297
CHEVROLET,FULL-SIZE,3.6,6,AS,X,10.8,6,254
FORD,SUBCOMPACT,5.0,8,AS,X,12.9,10,302
FORD,PICKUP TRUCK - STANDARD,5.0,8,AS,X,13.3,10,311
MITSUBISHI,STATION WAGON - SMALL,2.0,4,M,X,8.6,5,198
HONDA,STATION WAGON - SMALL,1.8,4,AV,X,7.8,0,181
LEXUS,SUV - SMALL,2.0,4,AS,Z,9.6,6,225
GMC,SUV - SMALL,2.4,4,A,E,13.6,6,223
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,A,Z,14.0,8,328
BUICK,FULL-SIZE,3.6,6,AS,X,10.7,9,250
MERCEDES-BENZ,COMPACT,2.0,4,AS,Z,9.3,7,221
CHEVROLET,STATION WAGON - SMALL,1.4,4,AS,X,8.0,6,188
FORD,SUV - SMALL,3.5,6,AS,X,11.3,6,260
KIA,MID-SIZE,2.0,4,AS,X,9.9,6,228
MERCEDES-BENZ,SUV - STANDARD,4.0,8,A,Z,17.0,9,396
JEEP,SUV - SMALL,2.0,4,M,X,9.1,5,209
BMW,SUBCOMPACT,2.0,4,AS,Z,9.4,8,221
JAGUAR,MINICOMPACT,5.0,8,AS,Z,13.5,6,310
SUBARU,STATION WAGON - SMALL,2.0,4,AV,X,7.6,7,177
CHRYSLER,FULL-SIZE,3.6,6,A,E,14.8,8,243
MERCEDES-BENZ,SUBCOMPACT,6.2,8,AS,Z,15.4,7,354
LAMBORGHINI,TWO-SEATER,6.5,12,AM,Z,19.4,7,454
NISSAN,SUV - SMALL,3.5,6,AV,X,11.0,0,258
NISSAN,SUV - SMALL,3.5,6,AV,X,10.2,0,240
TOYOTA,COMPACT,1.5,4,AV,X,4.8,0,110
GMC,PICKUP TRUCK - SMALL,3.6,6,A,X,11.8,6,271
BUICK,MID-SIZE,2.0,4,AS,Z,10.7,6,250
INFINITI,SUBCOMPACT,3.0,6,AS,Z,11.0,7,259
FORD,MID-SIZE,1.5,4,AS,X,8.0,6,184
TOYOTA,SUV - SMALL,2.5,4,AS,X,9.6,6,221
SUBARU,SUV - SMALL,2.0,4,AV,Z,9.5,8,223
TOYOTA,MID-SIZE,1.8,4,M,X,7.5,6,176
VOLKSWAGEN,COMPACT,1.8,4,AS,X,8.1,6,189
AUDI,COMPACT,2.0,4,AS,Z,9.6,8,221
MERCEDES-BENZ,STATION WAGON - SMALL,2.0,4,AM,Z,9.1,7,215
NISSAN,PICKUP TRUCK - SMALL,4.0,6,A,X,13.7,5,315
FORD,SUV - SMALL,2.0,4,AS,X,10.3,6,237
ROLLS-ROYCE,COMPACT,6.7,12,AS,Z,17.1,8,401
HYUNDAI,SUV - SMALL,2.0,4,AS,X,9.0,6,213
KIA,COMPACT,1.6,4,M,X,9.6,6,222
BUICK,MID-SIZE,2.0,4,AS,Z,9.8,6,225
AUDI,SUBCOMPACT,2.0,4,AM,Z,9.9,6,232
FORD,SUV - STANDARD,3.5,6,AS,E,16.9,6,270
NISSAN,PICKUP TRUCK - SMALL,2.5,4,A,X,12.2,5,286
GMC,PICKUP TRUCK - SMALL,2.5,4,A,X,10.8,6,253
HONDA,COMPACT,1.5,4,AV,X,6.8,7,158
MERCEDES-BENZ,SUBCOMPACT,4.0,8,AS,Z,12.1,7,285
CADILLAC,MID-SIZE,6.2,8,AS,Z,16.6,6,382
FORD,PICKUP TRUCK - STANDARD,3.3,6,AS,E,14.9,6,248
CHRYSLER,FULL-SIZE,3.6,6,A,E,15.0,8,248
MITSUBISHI,SUV - SMALL,2.4,4,AV,X,9.1,6,209
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A,E,17.8,6,295
TOYOTA,SUV - STANDARD,3.5,6,AS,X,11.6,6,272
MITSUBISHI,COMPACT,1.2,3,AV,X,6.4,0,148
GMC,SUV - SMALL,1.6,4,A,D,7.4,6,199
GMC,VAN - PASSENGER,4.8,8,A,X,18.2,6,419
HYUNDAI,FULL-SIZE,2.0,4,AM,X,5.0,6,117
LINCOLN,FULL-SIZE,3.7,6,AS,X,11.2,6,258
VOLKSWAGEN,SUV - STANDARD,3.6,6,AS,X,12.2,8,286
LINCOLN,FULL-SIZE,3.5,6,AS,X,11.8,6,271
ASTON MARTIN,TWO-SEATER,4.0,8,A,Z,11.2,8,264
GMC,PICKUP TRUCK - STANDARD,4.3,6,A,X,11.9,6,279
MERCEDES-BENZ,TWO-SEATER,2.0,4,A,Z,8.5,9,199
MERCEDES-BENZ,COMPACT,2.0,4,AM,Z,9.2,7,217
BMW,STATION WAGON - SMALL,2.0,4,AS,D,7.0,8,184
NISSAN,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.3,0,218
FORD,SUBCOMPACT,2.3,4,AS,X,10.4,10,243
AUDI,SUBCOMPACT,2.0,4,AM,X,7.8,7,182
JEEP,SUV - SMALL,3.6,6,M,X,12.8,6,299
VOLKSWAGEN,COMPACT,2.0,4,AM,Z,8.5,6,196
CHEVROLET,SUV - STANDARD,5.3,8,A,X,13.7,6,321
CHEVROLET,SUV - STANDARD,5.3,8,A,X,13.3,6,306
DODGE,MID-SIZE,6.4,8,M,Z,13.9,6,325
HYUNDAI,MID-SIZE,2.0,4,AS,X,7.4,6,174
TOYOTA,SUV - STANDARD,3.5,6,AV,X,8.4,6,195
BMW,COMPACT,3.0,6,M,Z,11.6,6,273
MERCEDES-BENZ,SUV - STANDARD,5.5,8,AS,Z,15.5,7,356
FIAT,SUV - SMALL,1.4,4,M,X,8.4,6,197
TOYOTA,PICKUP TRUCK - SMALL,3.5,6,M,X,12.8,6,301
NISSAN,SUV - STANDARD,5.6,8,A,X,16.5,5,380
GMC,SUV - SMALL,3.6,6,A,X,12.6,6,290
MERCEDES-BENZ,SUV - STANDARD,5.5,8,AS,Z,15.6,7,363
SUBARU,MID-SIZE,2.5,4,AV,X,7.9,6,182
SUBARU,COMPACT,2.5,4,M,Z,12.5,6,288
PORSCHE,MINICOMPACT,3.0,6,AM,Z,9.8,7,228
AUDI,SUV - SMALL,3.0,6,AS,Z,11.5,8,270
MAZDA,SUV - SMALL,3.7,6,AS,X,12.3,6,283
BUICK,SUV - SMALL,1.4,4,AS,X,8.5,6,196
GMC,SUV - STANDARD,6.2,8,A,E,20.1,6,322
KIA,STATION WAGON - SMALL,1.6,4,M,X,8.8,6,208
AUDI,SUBCOMPACT,2.0,4,AM,X,8.6,6,201
SUBARU,SUV - SMALL,2.4,4,AV,X,9.1,8,213
HONDA,MID-SIZE,2.0,4,M,X,8.0,6,186
GENESIS,FULL-SIZE,3.3,6,AS,Z,11.9,8,279
CADILLAC,MID-SIZE,3.0,6,AS,Z,11.3,10,263
HYUNDAI,SUV - SMALL,2.0,4,AS,X,10.1,6,240
NISSAN,SUV - SMALL,4.0,6,A,X,14.2,5,327
VOLKSWAGEN,COMPACT,1.4,4,AS,X,7.3,6,173
AUDI,SUBCOMPACT,2.0,4,AM,Z,9.5,7,222
VOLKSWAGEN,MID-SIZE,1.8,4,AS,X,8.7,6,204
FORD,PICKUP TRUCK - STANDARD,5.0,8,AS,E,17.4,10,290
RAM,PICKUP TRUCK - STANDARD,3.6,6,A,X,11.3,8,264
NISSAN,STATION WAGON - SMALL,2.0,4,M,X,9.2,6,217
CADILLAC,COMPACT,2.0,4,M,Z,10.3,6,237
VOLKSWAGEN,SUV - SMALL,3.6,6,AS,X,12.1,8,282
CHEVROLET,SUBCOMPACT,3.6,6,AS,X,10.4,8,246
CHEVROLET,VAN - PASSENGER,6.0,8,A,X,18.6,6,438
BMW,SUV - SMALL,2.0,4,AS,Z,9.6,8,223
VOLKSWAGEN,COMPACT,1.8,4,M,X,8.0,5,184
PORSCHE,SUV - STANDARD,3.6,6,A,Z,11.8,8,277
MASERATI,FULL-SIZE,3.0,6,AS,Z,12.8,8,300
BMW,SUBCOMPACT,3.0,6,AS,Z,10.0,8,233
BMW,MID-SIZE,2.0,4,AS,Z,8.9,8,209
TOYOTA,STATION WAGON - SMALL,1.8,4,A,X,8.5,4,196
CHEVROLET,SUV - SMALL,1.4,4,AS,X,8.9,6,210
VOLKSWAGEN,SUBCOMPACT,1.8,4,A,X,8.7,6,200
FORD,PICKUP TRUCK - STANDARD,3.7,6,AS,E,18.0,6,288
FORD,PICKUP TRUCK - STANDARD,2.7,6,AS,X,11.8,6,276
LEXUS,SUV - STANDARD,5.7,8,AS,Z,15.8,8,372
LAND ROVER,SUV - SMALL,2.0,4,AS,Z,9.7,9,223
BMW,SUBCOMPACT,2.0,4,AS,Z,9.6,8,221
FORD,SUV - SMALL,2.7,6,AS,X,12.0,6,281
AUDI,SUBCOMPACT,2.0,4,AS,Z,9.6,8,224
TOYOTA,SUV - STANDARD,4.0,6,AS,X,12.8,5,298
LEXUS,SUBCOMPACT,5.0,8,AS,Z,12.2,10,286
NISSAN,PICKUP TRUCK - STANDARD,5.6,8,AS,X,14.2,7,333
BMW,MID-SIZE,2.0,4,AS,Z,8.8,8,206
HYUNDAI,SUV - SMALL,3.3,6,AS,X,11.5,6,269
VOLKSWAGEN,COMPACT,2.0,4,M,X,8.5,6,200
LAND ROVER,SUV - STANDARD,5.0,8,AS,Z,14.3,8,336
AUDI,MID-SIZE,3.0,6,AS,Z,9.9,8,232
SUBARU,MID-SIZE,3.6,6,AV,X,10.2,6,239
MAZDA,MINIVAN,2.5,4,M,X,9.8,6,229
HONDA,STATION WAGON - SMALL,1.8,4,AV,X,8.2,7,194
KIA,MID-SIZE,2.0,4,AS,X,5.6,6,132
JEEP,SUV - SMALL,2.4,4,A,X,9.8,9,229
MAZDA,SUV - SMALL,2.5,4,AS,X,9.2,6,221
FORD,SUV - SMALL,1.0,3,AS,X,8.4,6,197
CHEVROLET,TWO-SEATER,6.2,8,AS,Z,14.0,8,331
TOYOTA,COMPACT,1.5,4,M,X,7.2,5,168
CHEVROLET,MID-SIZE,2.0,4,A,Z,9.1,9,212
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,A,D,10.4,6,279
BMW,COMPACT,2.0,4,M,Z,9.0,6,210
LAND ROVER,SUV - STANDARD,5.0,8,AS,Z,13.0,8,305
MERCEDES-BENZ,TWO-SEATER,4.0,8,AS,Z,12.8,7,303
MERCEDES-BENZ,COMPACT,2.0,4,AS,Z,8.1,7,188
LEXUS,SUV - STANDARD,4.6,8,AS,Z,13.9,6,320
NISSAN,PICKUP TRUCK - STANDARD,5.6,8,A,X,16.1,5,370
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,A,Z,13.7,10,321
TOYOTA,MINIVAN,3.5,6,AS,X,10.9,8,255
HONDA,MINIVAN,3.5,6,AS,X,10.7,9,252
LAMBORGHINI,TWO-SEATER,5.2,10,A,Z,15.7,6,361
FORD,PICKUP TRUCK - STANDARD,5.0,8,AS,E,18.6,6,306
JEEP,SUV - SMALL,2.4,4,M,X,9.4,5,216
CADILLAC,FULL-SIZE,3.6,6,AS,X,11.6,6,267
BMW,COMPACT,2.0,4,AS,Z,8.4,8,197
BMW,COMPACT,3.0,6,AS,Z,10.0,8,230
FORD,PICKUP TRUCK - STANDARD,3.5,6,A,X,11.6,6,272
DODGE,TWO-SEATER,8.4,10,M,Z,15.8,6,363
FORD,PICKUP TRUCK - STANDARD,5.0,8,AS,X,14.5,6,340
BUICK,MID-SIZE,3.6,6,AS,X,11.5,6,264
NISSAN,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.3,0,214
GMC,SUV - STANDARD,6.2,8,A,Z,14.6,10,343
HYUNDAI,COMPACT,1.6,4,AS,X,7.4,6,173
SUBARU,MID-SIZE,2.5,4,AV,X,8.6,0,198
BUICK,MID-SIZE,2.4,4,AS,X,8.2,6,189
GMC,SUV - STANDARD,2.0,4,A,X,10.1,9,232
FORD,SUV - STANDARD,2.3,4,AS,X,10.3,10,241
MERCEDES-BENZ,STATION WAGON - SMALL,2.0,4,AS,Z,8.0,7,184
VOLVO,SUV - STANDARD,2.0,4,AS,Z,10.0,8,233
MITSUBISHI,SUV - SMALL,2.4,4,AV,X,9.4,6,218
FORD,SPECIAL PURPOSE VEHICLE,2.0,4,AS,E,12.6,8,209
BENTLEY,COMPACT,6.0,12,AS,Z,15.4,8,354
TOYOTA,PICKUP TRUCK - STANDARD,4.0,6,AS,X,13.5,5,310
ACURA,SUV - SMALL,3.5,6,AS,Z,10.6,6,244
KIA,FULL-SIZE,3.8,6,AS,X,11.8,8,279
MAZDA,COMPACT,2.5,4,AS,X,7.6,6,176
BMW,SUBCOMPACT,4.4,8,AM,Z,14.7,7,343
TOYOTA,MID-SIZE,2.5,4,AS,X,8.2,6,192
NISSAN,SUV - SMALL,2.5,4,AV,X,8.7,0,205
BMW,SUV - SMALL,3.0,6,AS,Z,11.3,8,264
DODGE,MINIVAN,3.6,6,A,E,16.4,6,262
PORSCHE,MINICOMPACT,3.0,6,M,Z,10.4,7,243
LEXUS,COMPACT,1.8,4,AV,X,5.6,0,129
MERCEDES-BENZ,STATION WAGON - MID-SIZE,4.0,8,A,Z,13.3,9,312
LEXUS,SUV - STANDARD,5.7,8,AS,Z,15.8,8,371
GENESIS,COMPACT,2.0,4,M,Z,10.9,6,255
TOYOTA,SUV - SMALL,4.0,6,A,X,12.9,5,297
FORD,FULL-SIZE,3.5,6,AS,X,11.1,6,260
CHRYSLER,MID-SIZE,2.4,4,A,X,8.6,9,201
FORD,SUV - STANDARD,3.5,6,AS,E,16.1,6,258
AUDI,TWO-SEATER,4.2,8,M,Z,16.6,6,382
CADILLAC,FULL-SIZE,3.6,6,AS,X,11.1,6,260
AUDI,SUBCOMPACT,2.0,4,AM,X,9.1,7,213
NISSAN,MID-SIZE,1.6,4,AV,X,7.2,0,169
NISSAN,PICKUP TRUCK - SMALL,2.5,4,M,X,11.3,5,266
FORD,PICKUP TRUCK - STANDARD,3.5,6,AS,X,12.9,10,303
FORD,SUBCOMPACT,5.0,8,M,X,13.3,6,311
HONDA,SUV - SMALL,1.5,4,AV,X,7.8,0,181
KIA,FULL-SIZE,3.3,6,A,X,10.9,6,251
ROLLS-ROYCE,FULL-SIZE,6.6,12,AS,Z,16.1,8,373
CHEVROLET,SUV - STANDARD,3.6,6,A,X,13.4,6,315
KIA,MID-SIZE,2.0,4,A,X,9.9,6,228
FIAT,MINICOMPACT,1.4,4,M,X,7.9,5,186
MERCEDES-BENZ,SUBCOMPACT,3.0,6,A,Z,11.0,9,257
MERCEDES-BENZ,FULL-SIZE,4.7,8,A,Z,12.0,9,280
PORSCHE,FULL-SIZE,3.0,6,AM,Z,11.3,7,260
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A,X,13.5,6,316
MERCEDES-BENZ,MID-SIZE,4.7,6,AS,Z,10.8,7,248
VOLKSWAGEN,COMPACT,1.8,4,AS,X,8.7,6,203
CADILLAC,FULL-SIZE,3.6,6,AS,X,11.8,6,271
JAGUAR,MID-SIZE,2.0,4,AS,D,6.9,8,186
BMW,COMPACT,3.0,6,M,Z,10.5,6,247
GMC,SUV - STANDARD,3.6,6,A,X,11.6,6,271
SUBARU,FULL-SIZE,2.5,4,AV,X,7.9,8,185
PORSCHE,MINICOMPACT,3.0,6,AM,Z,10.7,7,250
CHEVROLET,SUV - SMALL,2.4,4,A,X,9.4,6,221
FIAT,MINICOMPACT,1.4,4,A,X,7.9,6,183
LAND ROVER,SUV - STANDARD,5.0,8,AS,Z,15.0,8,345
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A,X,12.6,6,296
HYUNDAI,FULL-SIZE,3.8,6,AS,X,12.1,8,285
CADILLAC,COMPACT,2.0,4,M,Z,10.2,6,235
VOLVO,SUV - SMALL,2.0,4,AS,X,10.0,8,233
TOYOTA,MID-SIZE,1.8,4,AV,X,7.5,7,176
VOLKSWAGEN,MID-SIZE,2.0,4,AS,X,8.7,6,205
HYUNDAI,SUV - SMALL,2.4,4,AS,X,10.7,6,253
AUDI,SUBCOMPACT,3.0,6,AM,Z,11.0,7,253
MERCEDES-BENZ,MID-SIZE,3.0,6,AS,Z,10.4,7,244
CHEVROLET,VAN - PASSENGER,4.8,8,A,X,18.2,6,419
DODGE,MID-SIZE,6.2,8,M,Z,15.1,6,347
MINI,SUBCOMPACT,1.6,4,M,Z,8.0,6,184
GMC,SUV - STANDARD,3.6,6,A,X,11.4,9,269
MASERATI,MID-SIZE,3.0,6,AS,Z,12.7,8,292
MASERATI,SUV - STANDARD,3.8,8,AS,Z,15.3,8,360
FORD,SUV - SMALL,2.0,4,A,X,9.8,6,225
AUDI,TWO-SEATER,5.2,10,AM,Z,14.5,7,338
HYUNDAI,COMPACT,1.6,4,AV,X,6.7,0,160
BUICK,MID-SIZE,3.6,6,AS,X,11.7,6,269
VOLVO,COMPACT,2.0,4,AS,Z,9.9,8,231
VOLVO,SUV - SMALL,2.0,4,AS,X,9.0,8,210
CADILLAC,COMPACT,2.0,4,AS,Z,10.2,6,235
TOYOTA,PICKUP TRUCK - STANDARD,4.6,8,AS,X,15.1,6,351
LEXUS,COMPACT,5.0,8,AS,Z,12.5,8,293
HONDA,MID-SIZE,2.4,4,AV,X,8.0,7,184
ASTON MARTIN,TWO-SEATER,4.7,8,M,Z,15.4,6,354
MAZDA,SUV - SMALL,2.5,4,AS,X,10.4,6,242
SMART,TWO-SEATER,1.0,3,AM,Z,6.4,5,147
KIA,SUV - SMALL,3.3,6,AS,X,11.4,6,270
JAGUAR,SUV - SMALL,2.0,4,AS,Z,10.1,9,236
AUDI,MID-SIZE,2.0,4,AS,Z,10.3,8,237
CHEVROLET,SUV - STANDARD,5.3,8,A,X,13.8,6,317
TOYOTA,COMPACT,1.5,4,M,X,6.8,6,164
SUBARU,COMPACT,2.5,4,M,Z,12.2,6,285
LAND ROVER,SUV - STANDARD,3.0,6,AS,Z,14.5,8,334
BENTLEY,MID-SIZE,6.8,8,AS,Z,17.3,8,405
BMW,SUBCOMPACT,4.4,8,AS,Z,12.1,8,283
BMW,COMPACT,4.4,8,M,Z,13.7,6,315
BMW,COMPACT,3.0,6,AS,Z,9.5,8,223
CHEVROLET,SUBCOMPACT,6.2,8,AS,Z,12.1,10,282
AUDI,COMPACT,2.0,4,M,Z,9.1,6,209
VOLKSWAGEN,COMPACT,2.0,4,AM,X,8.7,7,203
CHEVROLET,SUV - SMALL,2.4,4,A,X,10.1,6,237
MAZDA,SUV - SMALL,2.5,4,AS,X,8.9,6,208
